GT,Model_1,Model_2
0,0.1944588296219575,0.0705802151090982
1,1.0,0.473246849555239
0,0.1944588296219575,0.0795503564252683
0,0.1944588296219575,0.064426012937574
0,0.1944588296219575,0.1426730007039059
0,0.1944588296219575,0.1567358852717728
0,0.3247200689061154,0.2701792310810718
1,0.1944588296219575,0.5277997923832015
0,0.1944588296219575,0.0804267458182594
0,0.1944588296219575,0.057336637389572
0,0.1944588296219575,0.0648191856400597
0,0.1944588296219575,0.0685313884441063
0,0.1944588296219575,0.378124868501108
0,0.3247200689061154,0.1014000653202561
0,0.1944588296219575,0.0577940600852024
0,0.1944588296219575,0.0617793453721009
1,0.9981185324553152,0.9841817719178908
0,0.1944588296219575,0.0596324134463664
0,0.1944588296219575,0.0609004722407008
0,0.1944588296219575,0.0733381657660589
0,0.1944588296219575,0.059695259163693
1,1.0,0.6787049733092815
0,0.3247200689061154,0.2919975120613629
0,0.1944588296219575,0.1184948819176018
0,0.1944588296219575,0.5065366393181857
1,0.3247200689061154,0.2240993680856302
0,0.1944588296219575,0.0690910045529666
0,0.1944588296219575,0.8812778373135417
0,0.1944588296219575,0.0780397737421156
0,0.1944588296219575,0.1221111138141897
0,0.1944588296219575,0.8476814677193647
0,0.1944588296219575,0.0675104227921714
0,0.1944588296219575,0.1257285681446163
1,0.1944588296219575,0.2844955126651886
0,0.1944588296219575,0.0911368052376426
0,0.1944588296219575,0.0635905747241552
0,0.1944588296219575,0.0577845578716964
0,0.1944588296219575,0.0762786048416128
0,0.1944588296219575,0.0927807555565136
1,1.0,0.9394366440778414
0,0.1944588296219575,0.1657488377863156
0,0.1944588296219575,0.7967137291347992
1,0.649171270718232,0.8652735070918092
1,0.1944588296219575,0.5663114418144122
1,0.1944588296219575,0.9988051154223658
0,0.1944588296219575,0.5224086107829073
0,0.1944588296219575,0.9217205275787008
0,0.1944588296219575,0.4229768675824369
0,0.1944588296219575,0.0724386974034312
0,0.1944588296219575,0.7255628474323325
0,0.1944588296219575,0.0599954880386473
0,0.1944588296219575,0.4517258106530691
0,0.1944588296219575,0.0836216553440045
0,0.1944588296219575,0.6891227740272123
0,0.1944588296219575,0.0888625152271754
0,0.1944588296219575,0.0839896357338124
1,1.0,0.9999999053457752
0,0.1944588296219575,0.1235998301402133
0,0.1944588296219575,0.0701239372482743
0,0.1944588296219575,0.0908532278277422
0,0.1944588296219575,0.0591875812523551
0,0.1944588296219575,0.0820612154097249
1,1.0,0.9999883578834796
0,0.1944588296219575,0.1291828547672237
0,0.3247200689061154,0.1635600071664751
1,0.1944588296219575,0.9372117097802642
0,0.1944588296219575,0.6282741821676147
0,0.649171270718232,0.4547008806777921
0,0.3247200689061154,0.1101383542143464
0,0.1944588296219575,0.081545394223434
0,0.1944588296219575,0.1839638962359577
0,0.1944588296219575,0.0939996208961849
0,0.1944588296219575,0.2118266014822951
1,1.0,0.9606771186270916
1,0.3247200689061154,0.2952591873661936
1,0.1944588296219575,0.3830615421502053
0,0.1944588296219575,0.0607608170582036
0,0.1944588296219575,0.1224311323400486
0,0.1944588296219575,0.1650950194634358
0,0.1944588296219575,0.0599950287552832
0,0.1944588296219575,0.1876989246338007
0,0.1944588296219575,0.0826975244523039
0,0.1944588296219575,0.0826981985974892
1,1.0,0.9999968954947798
0,0.3247200689061154,0.4507006650114101
0,0.1944588296219575,0.7139514031465334
0,0.1944588296219575,0.7279093979523182
0,0.1944588296219575,0.058650969971571
1,0.1944588296219575,0.7887409916755282
0,0.1944588296219575,0.0993553915259753
0,0.1944588296219575,0.080609587267779
0,0.1944588296219575,0.0589908088849204
1,1.0,0.9999988485212
0,0.1944588296219575,0.0700276539486687
0,0.1944588296219575,0.0626806604824045
0,0.1944588296219575,0.5741557053571863
0,0.1944588296219575,0.058275493565235
1,1.0,0.9999998738608732
0,0.1944588296219575,0.6959640762547166
0,0.1944588296219575,0.4070053352175606
0,0.1944588296219575,0.099197045338561
0,0.1944588296219575,0.0665063884345619
0,0.1944588296219575,0.0684376357557782
0,0.1944588296219575,0.0790896484227318
1,1.0,0.9999996003663422
0,0.1944588296219575,0.0833838966197132
0,0.1944588296219575,0.7048284593097798
0,0.1944588296219575,0.0838732231491333
0,0.1944588296219575,0.0631578677684711
0,0.1944588296219575,0.0843604613465648
0,0.1944588296219575,0.1250922810801034
0,0.1944588296219575,0.0693303331392403
0,0.1944588296219575,0.0846745858457843
0,0.1944588296219575,0.0719669295445685
0,0.1944588296219575,0.091087848103836
0,0.1944588296219575,0.0641358285430893
0,0.1944588296219575,0.0590307536144193
0,0.1944588296219575,0.0610530342382201
0,0.1944588296219575,0.062544750952608
0,0.1944588296219575,0.0900720857511259
1,0.9981185324553152,0.9900291452156162
0,0.1944588296219575,0.3630059362764342
0,0.1944588296219575,0.05791401493216
1,1.0,0.9999998336250788
1,1.0,0.5199740083640022
0,0.1944588296219575,0.0831128604422501
0,0.1944588296219575,0.2388716698938115
0,0.1944588296219575,0.1182363462961426
0,0.1944588296219575,0.4766549427163188
0,0.1944588296219575,0.0834209836992831
0,0.1944588296219575,0.0627064453508979
0,0.3247200689061154,0.2440021732855061
0,0.1944588296219575,0.2195622054140508
0,0.1944588296219575,0.7260517224129457
1,0.9981185324553152,0.9973745220042592
1,1.0,0.9464769660931588
1,0.9981185324553152,0.9613766792443414
0,0.1944588296219575,0.24546101200032
0,0.1944588296219575,0.7821379298549092
1,0.1944588296219575,0.3009950183727831
0,0.1944588296219575,0.0738888048830606
0,0.1944588296219575,0.0628695954028514
0,0.1944588296219575,0.4571206848234321
0,0.3247200689061154,0.1903415832400118
0,0.1944588296219575,0.5132297347407405
0,0.1944588296219575,0.1584407295133952
0,0.1944588296219575,0.0633231917291087
0,0.1944588296219575,0.5562944489074785
0,0.1944588296219575,0.2546341164630755
0,0.1944588296219575,0.3314365517218637
1,1.0,0.9999994219402418
0,0.1944588296219575,0.0766460641363194
0,0.1944588296219575,0.1280668701976838
0,0.1944588296219575,0.1556878455075639
0,0.1944588296219575,0.4363398133649913
0,0.1944588296219575,0.0634534649687974
0,0.1944588296219575,0.0635363693942938
0,0.3247200689061154,0.1605658328894541
0,0.3247200689061154,0.3261140213407661
0,0.1944588296219575,0.0621242006704886
1,1.0,0.9907781626318528
0,0.1944588296219575,0.0632807453065291
0,0.1944588296219575,0.1216086631463193
0,0.1944588296219575,0.9657773020285182
0,0.3247200689061154,0.125591214494988
0,0.1944588296219575,0.1009625815684475
1,1.0,0.999998025965551
0,0.1944588296219575,0.557486277670947
0,0.1944588296219575,0.1292311722270986
1,1.0,0.9999999968929708
1,0.3247200689061154,0.3187035650099979
0,0.1944588296219575,0.074689580087644
0,0.1944588296219575,0.7545090582902482
0,0.1944588296219575,0.1122382542617362
1,0.1944588296219575,0.6981686836918434
1,1.0,0.9996583429128366
1,1.0,0.9999958375224496
0,0.1944588296219575,0.58769520142675
0,0.1944588296219575,0.3417501308764094
0,0.1944588296219575,0.0669691513222296
0,0.1944588296219575,0.3756672163868006
0,0.1944588296219575,0.1612282720129924
0,0.1944588296219575,0.1520087642863479
1,0.3247200689061154,0.6801566044094073
0,0.1944588296219575,0.8667951004856868
0,0.1944588296219575,0.6655803121792425
0,0.1944588296219575,0.0960530579901268
0,0.1944588296219575,0.136392166489497
0,0.1944588296219575,0.4393012020387366
0,0.1944588296219575,0.1077108149942835
0,0.1944588296219575,0.0615061879118841
0,0.1944588296219575,0.5676051262162944
0,0.1944588296219575,0.5954510164035235
0,0.1944588296219575,0.107868935955674
0,0.1944588296219575,0.0720013962072816
0,0.1944588296219575,0.0967564460713968
0,0.1944588296219575,0.1362280326177575
0,0.1944588296219575,0.6676806880052071
1,0.9981185324553152,0.996109074195054
0,0.1944588296219575,0.0805621253942908
0,0.3247200689061154,0.1025682759400974
1,0.1944588296219575,0.5529022761429611
0,0.1944588296219575,0.0682535810119617
0,0.1944588296219575,0.0589115418107179
0,0.1944588296219575,0.2822509325050644
0,0.1944588296219575,0.0616202187334901
0,0.3247200689061154,0.1475970309665544
0,0.1944588296219575,0.2438866427648456
0,0.1944588296219575,0.4177602802598515
1,0.1944588296219575,0.4527633723985144
0,0.1944588296219575,0.0732948313867666
0,0.1944588296219575,0.0655103509504298
0,0.1944588296219575,0.1270770267671633
1,1.0,0.9996178780182804
0,0.1944588296219575,0.0607945692092628
1,0.9981185324553152,0.9585258836072548
0,0.1944588296219575,0.1875134461100158
0,0.1944588296219575,0.0718234140416606
0,0.3247200689061154,0.1428559616583896
0,0.1944588296219575,0.0633761604676243
1,1.0,0.9999192524628916
0,0.1944588296219575,0.179751725160992
0,0.3247200689061154,0.2661767714135784
1,1.0,0.6330289437245945
0,0.1944588296219575,0.0669683001556233
0,0.1944588296219575,0.072502604263769
0,0.1944588296219575,0.3602738308036011
0,0.3247200689061154,0.1315471094012131
0,0.1944588296219575,0.0964720216374876
0,0.649171270718232,0.5575001033227253
0,0.1944588296219575,0.0631173920347258
0,0.3247200689061154,0.1376096607445643
1,1.0,0.9999227563063076
0,0.1944588296219575,0.4490805292607006
0,0.1944588296219575,0.0669430571325315
0,0.1944588296219575,0.2784586756340934
0,0.1944588296219575,0.0633063275454089
0,0.649171270718232,0.5369917374139518
1,0.1944588296219575,0.2455010009161677
0,0.1944588296219575,0.1040922131041958
0,0.1944588296219575,0.2248701544120186
0,0.1944588296219575,0.2064662069875154
0,0.1944588296219575,0.0937958979671342
0,0.1944588296219575,0.0907135740922643
0,0.1944588296219575,0.0745795067346001
0,0.1944588296219575,0.9157234346045704
1,0.9981185324553152,0.99845769750296
0,0.1944588296219575,0.126806459840436
0,0.1944588296219575,0.0992563158466812
0,0.1944588296219575,0.0648513992973054
0,0.1944588296219575,0.737013206211072
0,0.1944588296219575,0.1040471870861906
1,0.1944588296219575,0.6750175251716816
0,0.1944588296219575,0.4959470301890001
0,0.1944588296219575,0.058324753148717
0,0.1944588296219575,0.2079619419601183
0,0.3247200689061154,0.1341624154643613
0,0.1944588296219575,0.0735176835383199
1,1.0,0.9999992418060796
0,0.1944588296219575,0.0688774062777626
0,0.649171270718232,0.5784290042793777
1,0.1944588296219575,0.0971990058585203
0,0.1944588296219575,0.0790386106082028
0,0.1944588296219575,0.0726687211172549
0,0.1944588296219575,0.0764241802173452
0,0.3247200689061154,0.1019727385057157
1,1.0,0.9906115224200877
0,0.1944588296219575,0.086811402138715
1,1.0,0.7536631197256446
0,0.1944588296219575,0.5553398582452019
1,1.0,0.9998752933667114
1,1.0,0.7297795380259204
0,0.1944588296219575,0.0927241620612827
0,0.1944588296219575,0.6141885757575118
0,0.1944588296219575,0.0692803535378914
0,0.1944588296219575,0.0697096714146979
0,0.1944588296219575,0.0587418627561208
0,0.1944588296219575,0.0679777310890435
0,0.3247200689061154,0.1409198558439202
0,0.1944588296219575,0.0577194590808273
0,0.3247200689061154,0.2410172113668094
0,0.1944588296219575,0.0822595021427115
0,0.1944588296219575,0.1039470123930094
1,1.0,0.8698903091868174
0,0.1944588296219575,0.4661549000194359
0,0.1944588296219575,0.0577427922997902
0,0.3247200689061154,0.1053235083923212
0,0.1944588296219575,0.0572351072444931
0,0.1944588296219575,0.069480084478774
0,0.1944588296219575,0.1153657908102644
0,0.1944588296219575,0.0620077610064249
0,0.1944588296219575,0.7018756924909217
0,0.1944588296219575,0.1465614430656328
0,0.1944588296219575,0.1331229813028503
1,0.1944588296219575,0.916318029132152
0,0.1944588296219575,0.0855117938777794
0,0.1944588296219575,0.1067924452757248
0,0.1944588296219575,0.718701623437164
0,0.1944588296219575,0.0628236398810245
0,0.1944588296219575,0.1272327136216166
0,0.1944588296219575,0.0599078479980828
0,0.1944588296219575,0.0612766101370271
0,0.1944588296219575,0.2406469760194886
0,0.3247200689061154,0.107871335800769
0,0.1944588296219575,0.9503181606085184
0,0.1944588296219575,0.0899384783277123
1,1.0,0.9999993660239588
0,0.1944588296219575,0.5220387674941919
0,0.1944588296219575,0.2573275441812236
0,0.3247200689061154,0.1491840171758383
0,0.1944588296219575,0.061618173555411
0,0.1944588296219575,0.1375046285987984
0,0.3247200689061154,0.1693138192727208
1,0.1944588296219575,0.1522501241620873
0,0.1944588296219575,0.0576604548291828
0,0.3247200689061154,0.3747526296627198
0,0.1944588296219575,0.0824661622978853
0,0.1944588296219575,0.0634873314704049
0,0.649171270718232,0.5432913007609284
1,0.8623853211009175,0.9991293039047984
0,0.1944588296219575,0.0602833694915327
0,0.649171270718232,0.4112606372360518
